Repetitions Distance Intensity Style Description |Start time / Pause| |Possible Fins| |Possible paddles| |Possible long distance pool|
10 100 80 crawl |pretty fast| 01:50 Y Y Y
16 25 100 crawl supersprint 00:45 Y Y N
8 50 75 butterfly  01:10 Y Y Y
8 100 50 medley  02:00 N Y Y
4 100 30 kick |Crawl Kick| 01:45 Y N Y
16 25 80 |crawl special| |Supersprint, Every other Crawl and Special| 00:50 Y Y N
